898.654,176.566,0.534675,0.252565,0.0211021,0.0164379,0.000306145,0.00826097,1.38512E-06,0.562636,0.247263,hairbrush
695.125,520.398,0.575565,0.297747,0.0208225,0.0165632,0.000307587,0.00903685,2.45039E-06,0.236691,0.22487,hairbrush
475.327,71.809,1.01189,0.993884,0.0236604,0.0212659,0.00047701,0.021148,3.20105E-06,0.415967,0.105295,pen
100.897,53.3498,0.227258,0.00525976,0.000206329,0.000291281,-1.97929E-08,-1.94843E-05,-6.86102E-08,0.579292,0.837079,pen
106.263,59.6833,0.408154,0.00721154,0.0101367,0.00505561,3.01013E-05,-4.09404E-05,2.00934E-05,0.332366,0.872483,pen
240.165,184.444,0.349189,0.0844938,0.0035943,0.000876903,9.16158E-07,6.70429E-05,-1.25869E-06,0.379182,0.378861,clip
31.0453,9.93329,0.283936,0.0380582,0.00387094,0.000968639,1.06013E-06,4.88553E-05,1.54731E-06,0.689089,0.423077,clip
345.955,184.856,0.346552,0.0811292,0.00304366,0.000755889,6.91328E-07,8.34904E-05,9.14655E-07,0.39493,0.423765,clip
218.884,68.9161,0.545652,0.263409,0.00254332,0.000457832,2.19113E-07,-1.76393E-05,4.42789E-07,0.366166,0.218102,lighter
195.112,38.4103,0.483799,0.201908,0.00353705,0.00199543,5.26281E-06,0.000748963,6.37069E-07,0.639687,0.217184,lighter
153.402,115.75,0.417529,0.1402,0.00888188,0.00577455,4.12424E-05,0.00203474,3.05174E-06,0.277524,0.225868,lighter
44.3411,170.032,0.383312,0.110705,0.00793642,0.00401703,2.24697E-05,0.00125505,3.09137E-06,0.651574,0.224391,lighter
111.928,72.1198,0.249824,0.0137798,0.00712875,0.000459516,1.58008E-07,4.10697E-05,-8.16535E-07,0.524799,0.772727,allenkey
121.718,98.0856,0.243075,0.0110863,0.00641768,0.000327143,-1.54241E-08,2.47056E-05,-4.73768E-07,0.497021,0.817459,allenkey
118.737,123.931,0.261785,0.0133326,0.00868454,0.000485487,-3.14082E-07,2.81551E-05,-9.46103E-07,0.459076,0.787151,allenkey
289.076,168.131,0.563981,0.285706,0.0212324,0.0169824,0.000322476,0.00907724,7.84639E-07,0.267019,0.232919,hairbrush
87.5409,149.713,0.94522,0.861698,0.0486513,0.0438061,0.00202229,0.0406306,9.46271E-06,0.204449,0.121437,pen
116.666,151.516,0.99765,0.965943,0.00781468,0.00680125,4.958E-05,0.00664708,5.97572E-07,0.158481,0.104384,pen
100.619,100.21,0.251598,0.0124275,0.00800758,0.000700486,2.8298E-07,5.6243E-05,1.6347E-06,0.437874,0.785172,allenkey
81.9474,87.1808,0.252023,0.0148825,0.00729779,0.000542159,3.38716E-07,5.30254E-05,1.02384E-06,0.493355,0.762819,allenkey
104.585,133.562,0.340904,0.0778907,0.00404384,0.00137742,3.10231E-06,0.000358693,-9.71393E-07,0.357535,0.418397,clip
